Competência;Uf;Ibge;Municipio;Unidade de Saúde - CNES;Tipo Unidade;Desc Unidade;De 1 a 3 atendimentos;De 4 a 5 atendimentos;6 ou mais atendimentos
202201;DF;530010;BRASÍLIA;6662358;02;CENTRO DE SAUDE/UNIDADE BASICA;18;6;0
202201;DF;530010;BRASÍLIA;0010855;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201907;DF;530010;BRASÍLIA;9509356;02;CENTRO DE SAUDE/UNIDADE BASICA;10;1;2
201909;DF;530010;BRASÍLIA;7368895;02;CENTRO DE SAUDE/UNIDADE BASICA;14;4;0
201810;DF;530010;BRASÍLIA;6770681;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;0
202003;DF;530010;BRASÍLIA;0011266;02;CENTRO DE SAUDE/UNIDADE BASICA;7;0;0
201906;DF;530010;BRASÍLIA;2673924;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202009;DF;530010;BRASÍLIA;3286975;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202003;DF;530010;BRASÍLIA;3027635;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;0
201905;DF;530010;BRASÍLIA;3742873;02;CENTRO DE SAUDE/UNIDADE BASICA;7;2;1
202211;DF;530010;BRASÍLIA;9543945;02;CENTRO DE SAUDE/UNIDADE BASICA;3;3;1
201910;DF;530010;BRASÍLIA;7059957;02;CENTRO DE SAUDE/UNIDADE BASICA;4;2;1
201906;DF;530010;BRASÍLIA;7559194;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201907;DF;530010;BRASÍLIA;0011517;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201908;DF;530010;BRASÍLIA;0010960;02;CENTRO DE SAUDE/UNIDADE BASICA;27;0;0
202001;DF;530010;BRASÍLIA;7114397;02;CENTRO DE SAUDE/UNIDADE BASICA;13;1;0
201902;DF;530010;BRASÍLIA;0011177;02;CENTRO DE SAUDE/UNIDADE BASICA;27;1;0
201803;DF;530010;BRASÍLIA;6770665;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;0
202006;DF;530010;BRASÍLIA;3144542;02;CENTRO DE SAUDE/UNIDADE BASICA;2;1;0
202006;DF;530010;BRASÍLIA;2779331;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202005;DF;530010;BRASÍLIA;0010839;02;CENTRO DE SAUDE/UNIDADE BASICA;10;1;1
202006;DF;530010;BRASÍLIA;2673924;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202112;DF;530010;BRASÍLIA;2804123;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202112;DF;530010;BRASÍLIA;3286932;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201903;DF;530010;BRASÍLIA;7687079;02;CENTRO DE SAUDE/UNIDADE BASICA;0;0;3
202106;DF;530010;BRASÍLIA;0010952;02;CENTRO DE SAUDE/UNIDADE BASICA;21;4;1
202001;DF;530010;BRASÍLIA;0011177;02;CENTRO DE SAUDE/UNIDADE BASICA;7;1;0
202005;DF;530010;BRASÍLIA;5050359;02;CENTRO DE SAUDE/UNIDADE BASICA;14;4;0
202008;DF;530010;BRASÍLIA;7687079;02;CENTRO DE SAUDE/UNIDADE BASICA;1;2;2
201904;DF;530010;BRASÍLIA;0011630;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202006;DF;530010;BRASÍLIA;9263632;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202001;DF;530010;BRASÍLIA;2673924;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202008;DF;530010;BRASÍLIA;0011061;02;CENTRO DE SAUDE/UNIDADE BASICA;22;1;3
202211;DF;530010;BRASÍLIA;0010650;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;3
202107;DF;530010;BRASÍLIA;0011274;02;CENTRO DE SAUDE/UNIDADE BASICA;13;1;0
202004;DF;530010;BRASÍLIA;3144542;02;CENTRO DE SAUDE/UNIDADE BASICA;1;4;0
201903;DF;530010;BRASÍLIA;0010898;02;CENTRO DE SAUDE/UNIDADE BASICA;2;3;0
202006;DF;530010;BRASÍLIA;0011517;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201806;DF;530010;BRASÍLIA;7687079;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;1
201905;DF;530010;BRASÍLIA;3254909;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202207;DF;530010;BRASÍLIA;2804107;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202004;DF;530010;BRASÍLIA;7686730;02;CENTRO DE SAUDE/UNIDADE BASICA;2;5;0
201902;DF;530010;BRASÍLIA;2804123;02;CENTRO DE SAUDE/UNIDADE BASICA;7;0;0
201812;DF;530010;BRASÍLIA;2804123;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201812;DF;530010;BRASÍLIA;7423489;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202212;DF;530010;BRASÍLIA;0011495;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202006;DF;530010;BRASÍLIA;3144631;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202201;DF;530010;BRASÍLIA;0011495;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202201;DF;530010;BRASÍLIA;3742857;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;1
202106;DF;530010;BRASÍLIA;6770681;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202106;DF;530010;BRASÍLIA;2804123;02;CENTRO DE SAUDE/UNIDADE BASICA;8;0;0
202106;DF;530010;BRASÍLIA;9566961;02;CENTRO DE SAUDE/UNIDADE BASICA;8;0;0
201802;DF;530010;BRASÍLIA;0011363;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202207;DF;530010;BRASÍLIA;2672235;02;CENTRO DE SAUDE/UNIDADE BASICA;2;4;1
202206;DF;530010;BRASÍLIA;3677044;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;1
202211;DF;530010;BRASÍLIA;0011126;02;CENTRO DE SAUDE/UNIDADE BASICA;15;2;1
202008;DF;530010;BRASÍLIA;9572481;02;CENTRO DE SAUDE/UNIDADE BASICA;9;1;0
201903;DF;530010;BRASÍLIA;0010804;02;CENTRO DE SAUDE/UNIDADE BASICA;14;0;0
201904;DF;530010;BRASÍLIA;0011681;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202006;DF;530010;BRASÍLIA;0011576;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201912;DF;530010;BRASÍLIA;0010642;02;CENTRO DE SAUDE/UNIDADE BASICA;16;2;1
202005;DF;530010;BRASÍLIA;0011177;02;CENTRO DE SAUDE/UNIDADE BASICA;11;4;1
202204;DF;530010;BRASÍLIA;5117666;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202008;DF;530010;BRASÍLIA;0010847;02;CENTRO DE SAUDE/UNIDADE BASICA;17;1;0
201808;DF;530010;BRASÍLIA;0011363;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202009;DF;530010;BRASÍLIA;2672227;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;1
202112;DF;530010;BRASÍLIA;9263632;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202112;DF;530010;BRASÍLIA;0011622;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201909;DF;530010;BRASÍLIA;6770665;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;1
201907;DF;530010;BRASÍLIA;3212068;02;CENTRO DE SAUDE/UNIDADE BASICA;12;1;0
201811;DF;530010;BRASÍLIA;0010839;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;1
202202;DF;530010;BRASÍLIA;0010677;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;2
201810;DF;530010;BRASÍLIA;0011150;02;CENTRO DE SAUDE/UNIDADE BASICA;9;1;0
202002;DF;530010;BRASÍLIA;2360233;02;CENTRO DE SAUDE/UNIDADE BASICA;4;2;0
201905;DF;530010;BRASÍLIA;0011355;02;CENTRO DE SAUDE/UNIDADE BASICA;16;0;0
201907;DF;530010;BRASÍLIA;0011592;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;0
202009;DF;530010;BRASÍLIA;0011509;02;CENTRO DE SAUDE/UNIDADE BASICA;9;0;0
202102;DF;530010;BRASÍLIA;0011355;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202209;DF;530010;BRASÍLIA;9543945;02;CENTRO DE SAUDE/UNIDADE BASICA;2;3;1
202209;DF;530010;BRASÍLIA;2617269;02;CENTRO DE SAUDE/UNIDADE BASICA;5;2;2
202210;DF;530010;BRASÍLIA;6770665;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202204;DF;530010;BRASÍLIA;0010871;02;CENTRO DE SAUDE/UNIDADE BASICA;14;1;0
202001;DF;530010;BRASÍLIA;3254909;02;CENTRO DE SAUDE/UNIDADE BASICA;3;2;0
202009;DF;530010;BRASÍLIA;0011037;02;CENTRO DE SAUDE/UNIDADE BASICA;11;2;0
202004;DF;530010;BRASÍLIA;0011266;02;CENTRO DE SAUDE/UNIDADE BASICA;20;0;1
202006;DF;530010;BRASÍLIA;0011355;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
201907;DF;530010;BRASÍLIA;0011096;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202004;DF;530010;BRASÍLIA;0010863;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
201810;DF;530010;BRASÍLIA;7041594;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201901;DF;530010;BRASÍLIA;3212025;02;CENTRO DE SAUDE/UNIDADE BASICA;0;1;1
201807;DF;530010;BRASÍLIA;3286932;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201812;DF;530010;BRASÍLIA;2804247;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
201910;DF;530010;BRASÍLIA;7041594;02;CENTRO DE SAUDE/UNIDADE BASICA;1;2;2
201810;DF;530010;BRASÍLIA;0010731;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202004;DF;530010;BRASÍLIA;3513564;02;CENTRO DE SAUDE/UNIDADE BASICA;10;0;0
202007;DF;530010;BRASÍLIA;7417632;02;CENTRO DE SAUDE/UNIDADE BASICA;10;4;0
202105;DF;530010;BRASÍLIA;3212068;02;CENTRO DE SAUDE/UNIDADE BASICA;7;0;0
202212;DF;530010;BRASÍLIA;2804387;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201907;DF;530010;BRASÍLIA;2672227;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;1
202002;DF;530010;BRASÍLIA;3742873;02;CENTRO DE SAUDE/UNIDADE BASICA;7;2;1
201908;DF;530010;BRASÍLIA;7687079;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;3
201909;DF;530010;BRASÍLIA;3254909;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201806;DF;530010;BRASÍLIA;7347723;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202102;DF;530010;BRASÍLIA;0011002;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202203;DF;530010;BRASÍLIA;7975295;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202108;DF;530010;BRASÍLIA;0011355;02;CENTRO DE SAUDE/UNIDADE BASICA;7;2;0
201906;DF;530010;BRASÍLIA;2672227;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202011;DF;530010;BRASÍLIA;0011363;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202104;DF;530010;BRASÍLIA;0010898;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;0
202110;DF;530010;BRASÍLIA;6921736;02;CENTRO DE SAUDE/UNIDADE BASICA;8;0;0
202003;DF;530010;BRASÍLIA;0011037;02;CENTRO DE SAUDE/UNIDADE BASICA;10;0;2
202211;DF;530010;BRASÍLIA;5117666;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202007;DF;530010;BRASÍLIA;9643338;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;1
202012;DF;530010;BRASÍLIA;9571280;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
201809;DF;530010;BRASÍLIA;2673924;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;1
201807;DF;530010;BRASÍLIA;3144658;02;CENTRO DE SAUDE/UNIDADE BASICA;1;2;0
202002;DF;530010;BRASÍLIA;3144666;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202010;DF;530010;BRASÍLIA;6770681;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202206;DF;530010;BRASÍLIA;3144569;02;CENTRO DE SAUDE/UNIDADE BASICA;4;2;2
202206;DF;530010;BRASÍLIA;2804247;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202205;DF;530010;BRASÍLIA;2660199;02;CENTRO DE SAUDE/UNIDADE BASICA;7;2;1
202105;DF;530010;BRASÍLIA;7559194;02;CENTRO DE SAUDE/UNIDADE BASICA;13;0;0
202105;DF;530010;BRASÍLIA;3254887;02;CENTRO DE SAUDE/UNIDADE BASICA;5;3;1
202007;DF;530010;BRASÍLIA;3144542;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;1
202205;DF;530010;BRASÍLIA;0010820;02;CENTRO DE SAUDE/UNIDADE BASICA;11;1;0
202006;DF;530010;BRASÍLIA;3144569;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202211;DF;530010;BRASÍLIA;2804107;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202108;DF;530010;BRASÍLIA;9643338;02;CENTRO DE SAUDE/UNIDADE BASICA;5;2;4
201903;DF;530010;BRASÍLIA;7236778;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201903;DF;530010;BRASÍLIA;7368895;02;CENTRO DE SAUDE/UNIDADE BASICA;16;2;0
202108;DF;530010;BRASÍLIA;0011657;02;CENTRO DE SAUDE/UNIDADE BASICA;10;2;0
202107;DF;530010;BRASÍLIA;9263632;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201810;DF;530010;BRASÍLIA;3144658;02;CENTRO DE SAUDE/UNIDADE BASICA;4;1;0
202203;DF;530010;BRASÍLIA;3254909;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202206;DF;530010;BRASÍLIA;2617358;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
202205;DF;530010;BRASÍLIA;2360233;02;CENTRO DE SAUDE/UNIDADE BASICA;10;3;3
202205;DF;530010;BRASÍLIA;2804174;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202205;DF;530010;BRASÍLIA;2673894;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202004;DF;530010;BRASÍLIA;2804174;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
201807;DF;530010;BRASÍLIA;7236778;02;CENTRO DE SAUDE/UNIDADE BASICA;4;1;0
202004;DF;530010;BRASÍLIA;3144607;02;CENTRO DE SAUDE/UNIDADE BASICA;8;0;0
202003;DF;530010;BRASÍLIA;0010731;02;CENTRO DE SAUDE/UNIDADE BASICA;13;0;1
201903;DF;530010;BRASÍLIA;0011576;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202201;DF;530010;BRASÍLIA;3742873;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202201;DF;530010;BRASÍLIA;3144550;02;CENTRO DE SAUDE/UNIDADE BASICA;0;1;0
202107;DF;530010;BRASÍLIA;0011509;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202002;DF;530010;BRASÍLIA;5117666;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201901;DF;530010;BRASÍLIA;7771479;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202003;DF;530010;BRASÍLIA;7059965;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202108;DF;530010;BRASÍLIA;0011118;02;CENTRO DE SAUDE/UNIDADE BASICA;13;1;0
202009;DF;530010;BRASÍLIA;2779331;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202009;DF;530010;BRASÍLIA;6770665;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;0
201808;DF;530010;BRASÍLIA;7687079;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202009;DF;530010;BRASÍLIA;0011584;02;CENTRO DE SAUDE/UNIDADE BASICA;2;1;0
201911;DF;530010;BRASÍLIA;0010650;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202001;DF;530010;BRASÍLIA;9548203;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201807;DF;530010;BRASÍLIA;7360592;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201803;DF;530010;BRASÍLIA;3144569;02;CENTRO DE SAUDE/UNIDADE BASICA;7;0;0
202110;DF;530010;BRASÍLIA;5117666;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202201;DF;530010;BRASÍLIA;2672235;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;2
202003;DF;530010;BRASÍLIA;2804360;02;CENTRO DE SAUDE/UNIDADE BASICA;8;0;0
202111;DF;530010;BRASÍLIA;3742865;02;CENTRO DE SAUDE/UNIDADE BASICA;4;1;0
201903;DF;530010;BRASÍLIA;9548203;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201801;DF;530010;BRASÍLIA;3212017;02;CENTRO DE SAUDE/UNIDADE BASICA;11;0;0
202202;DF;530010;BRASÍLIA;0011681;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202202;DF;530010;BRASÍLIA;2804247;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;1
202202;DF;530010;BRASÍLIA;0010731;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;1
202012;DF;530010;BRASÍLIA;3144542;02;CENTRO DE SAUDE/UNIDADE BASICA;0;2;0
202211;DF;530010;BRASÍLIA;3742857;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
202009;DF;530010;BRASÍLIA;0011614;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201806;DF;530010;BRASÍLIA;9263632;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202001;DF;530010;BRASÍLIA;7687079;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;1
202103;DF;530010;BRASÍLIA;3027635;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201904;DF;530010;BRASÍLIA;2804123;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202104;DF;530010;BRASÍLIA;2804360;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
201908;DF;530010;BRASÍLIA;2804174;02;CENTRO DE SAUDE/UNIDADE BASICA;0;1;0
202008;DF;530010;BRASÍLIA;0011657;02;CENTRO DE SAUDE/UNIDADE BASICA;1;3;1
202007;DF;530010;BRASÍLIA;0011509;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202004;DF;530010;BRASÍLIA;0011606;02;CENTRO DE SAUDE/UNIDADE BASICA;0;2;0
202204;DF;530010;BRASÍLIA;3286932;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202212;DF;530010;BRASÍLIA;0011584;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201903;DF;530010;BRASÍLIA;0011517;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202107;DF;530010;BRASÍLIA;0011096;02;CENTRO DE SAUDE/UNIDADE BASICA;3;2;0
202107;DF;530010;BRASÍLIA;0010685;02;CENTRO DE SAUDE/UNIDADE BASICA;8;1;0
202002;DF;530010;BRASÍLIA;3144577;02;CENTRO DE SAUDE/UNIDADE BASICA;9;0;0
202211;DF;530010;BRASÍLIA;9647597;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;0
201807;DF;530010;BRASÍLIA;3144666;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201802;DF;530010;BRASÍLIA;6770665;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202005;DF;530010;BRASÍLIA;7236778;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202108;DF;530010;BRASÍLIA;2804247;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
202202;DF;530010;BRASÍLIA;3742873;02;CENTRO DE SAUDE/UNIDADE BASICA;7;0;0
202109;DF;530010;BRASÍLIA;5117666;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;1
202011;DF;530010;BRASÍLIA;7975295;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202105;DF;530010;BRASÍLIA;2360233;02;CENTRO DE SAUDE/UNIDADE BASICA;5;2;0
201912;DF;530010;BRASÍLIA;2804123;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202007;DF;530010;BRASÍLIA;0010707;02;CENTRO DE SAUDE/UNIDADE BASICA;6;0;0
202106;DF;530010;BRASÍLIA;2804107;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202108;DF;530010;BRASÍLIA;2804107;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201802;DF;530010;BRASÍLIA;3781402;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
201907;DF;530010;BRASÍLIA;7153368;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201909;DF;530010;BRASÍLIA;7053754;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202002;DF;530010;BRASÍLIA;0010898;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202106;DF;530010;BRASÍLIA;0011622;02;CENTRO DE SAUDE/UNIDADE BASICA;0;0;0
202107;DF;530010;BRASÍLIA;2804360;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202210;DF;530010;BRASÍLIA;6770657;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201812;DF;530010;BRASÍLIA;0011606;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202204;DF;530010;BRASÍLIA;0011495;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202206;DF;530010;BRASÍLIA;0011576;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;1
201904;DF;530010;BRASÍLIA;2804247;02;CENTRO DE SAUDE/UNIDADE BASICA;7;0;0
201907;DF;530010;BRASÍLIA;7687079;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;1
202005;DF;530010;BRASÍLIA;3144542;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;2
201906;DF;530010;BRASÍLIA;3633845;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202101;DF;530010;BRASÍLIA;5117666;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202012;DF;530010;BRASÍLIA;0011614;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
201807;DF;530010;BRASÍLIA;0011681;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202211;DF;530010;BRASÍLIA;0011681;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202211;DF;530010;BRASÍLIA;7423489;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201804;DF;530010;BRASÍLIA;2804107;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202209;DF;530010;BRASÍLIA;3144658;02;CENTRO DE SAUDE/UNIDADE BASICA;0;0;2
202101;DF;530010;BRASÍLIA;3144666;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202010;DF;530010;BRASÍLIA;0011606;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201811;DF;530010;BRASÍLIA;0011681;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202006;DF;530010;BRASÍLIA;3286959;02;CENTRO DE SAUDE/UNIDADE BASICA;6;1;0
201802;DF;530010;BRASÍLIA;0011029;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
201807;DF;530010;BRASÍLIA;3212076;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202108;DF;530010;BRASÍLIA;3254909;02;CENTRO DE SAUDE/UNIDADE BASICA;2;3;0
201802;DF;530010;BRASÍLIA;0011185;02;CENTRO DE SAUDE/UNIDADE BASICA;5;0;0
202109;DF;530010;BRASÍLIA;7975295;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202101;DF;530010;BRASÍLIA;2804247;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201806;DF;530010;BRASÍLIA;0010758;02;CENTRO DE SAUDE/UNIDADE BASICA;8;0;0
202212;DF;530010;BRASÍLIA;6770665;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201808;DF;530010;BRASÍLIA;3212033;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202103;DF;530010;BRASÍLIA;7075596;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201804;DF;530010;BRASÍLIA;7423489;02;CENTRO DE SAUDE/UNIDADE BASICA;3;1;0
202107;DF;530010;BRASÍLIA;7041594;02;CENTRO DE SAUDE/UNIDADE BASICA;1;1;1
202107;DF;530010;BRASÍLIA;3144542;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;2
202003;DF;530010;BRASÍLIA;0011355;02;CENTRO DE SAUDE/UNIDADE BASICA;4;1;0
202002;DF;530010;BRASÍLIA;7423489;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
201811;DF;530010;BRASÍLIA;0011517;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
201907;DF;530010;BRASÍLIA;0011495;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202212;DF;530010;BRASÍLIA;5117666;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201906;DF;530010;BRASÍLIA;9571280;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202104;DF;530010;BRASÍLIA;9566988;02;CENTRO DE SAUDE/UNIDADE BASICA;0;1;2
202004;DF;530010;BRASÍLIA;3410196;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
202209;DF;530010;BRASÍLIA;3144550;02;CENTRO DE SAUDE/UNIDADE BASICA;4;0;0
202205;DF;530010;BRASÍLIA;0011495;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202103;DF;530010;BRASÍLIA;0011630;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
201802;DF;530010;BRASÍLIA;2360233;02;CENTRO DE SAUDE/UNIDADE BASICA;8;0;0
201811;DF;530010;BRASÍLIA;0010758;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;1
202010;DF;530010;BRASÍLIA;5117666;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201805;DF;530010;BRASÍLIA;2673924;02;CENTRO DE SAUDE/UNIDADE BASICA;0;0;1
202211;DF;530010;BRASÍLIA;7975295;02;CENTRO DE SAUDE/UNIDADE BASICA;0;1;0
202201;DF;530010;BRASÍLIA;2804174;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201903;DF;530010;BRASÍLIA;0011150;02;CENTRO DE SAUDE/UNIDADE BASICA;3;0;0
202103;DF;530010;BRASÍLIA;5117666;02;CENTRO DE SAUDE/UNIDADE BASICA;2;0;0
201911;DF;530010;BRASÍLIA;3027635;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
202101;DF;530010;BRASÍLIA;9643338;02;CENTRO DE SAUDE/UNIDADE BASICA;1;0;0
