"","Sexo","Cor","Idade","Fez curso de magistério","Instituição de magistério","Possui graduação","Tipo de graduação","Instituição de graduação","Tempo de docência na educação privada","Tempo de docência na educação pública","Possui especialização Latu Sensus","Instituição do Latu Sensus","Tipo do Latu Sensus","Possui mestrado","Instituição do mestrado","Tipo do mestrado","Possui doutorado","Instituição do doutorado","Tipo do doutorado","Possui pós-doutorado","Instituição do pós-doutorado","Tipo do pós-doutorado","Possui pós-doutorado em outra área","Tempo de docência no SEEDF","Coordenação regional de ensino","Modalidade de ensino atual","Vínculo institucional no SEEDF","Professor readaptado","Realizou alguns dos cursos das oficinas pedagógicas da SEEDF","Oficina pedagógica em que está realizando o curso","Curso realizado atualmente","Tempo em que participa do curso","Principais razões em fazer o curso","Referências utilizadas","O que representa a ludicidade","Significado de ser professor cursista","Principais razões em fazer o curso.1","Atividades que contribuiram para o trabalho docente"
"28","Feminino","Parda","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia UNB ","Pública","Não atuei","De 6 a 10 anos","Não","Não cursei","Não cursei ","Não","Não cursei","Não cursei","Não cursei ","Não","Não cursei","Não cursei ","Não","Não cursei","Não cursei ","De 6 a 10 anos","CRE Sobradinho","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Sobradinho","A arte de contar histórias ","De 6 a 10 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Pela necessidade de cumprir uma carga horária de formação continuada para avançar nas etapas do Plano de Carreira.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","Herschmann, Silva, Mota ","A transformação do modo de ensinar. ","Abrir a mente e colocar na prática novas intervenções de ensino. ","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Pela necessidade de cumprir uma carga horária de formação continuada para avançar nas etapas do Plano de Carreira.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;O resgate da alegria de aprender e ensinar."
"29","Masculino","Preta","De 40 a 49 anos","Não","Não cursei","Sim","Pedagogia","Particular","De 6 a 10 anos","De 11 a 15 anos","Sim","Particular","Psicopedagogia Institucional; Neuropedagogia; Oientação Educacional; Neuropsicologia Aplicada a Educação","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 1 a 5 anos","CRE Gama","Educação Básica - Ensino Médio","Orientador Esucacional","Não","Sim","CVLOP Gama","Arte de Contar Historia","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.;Por incentivo dos/das colegas que já conhecem os cursos de formação continuada das Oficinas Pedagógicas.","Friedman; Vygotsky; Piaget","É o meio pelo qual permite desenvolver a habilidade do ensinar-aprender de forma dinâmica, simples e prazerosa.","estar em constante movimento na busca do saber-fazer diário nas relações sociais, em sala de aula...","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.;Por incentivo dos/das colegas que já conhecem os cursos de formação continuada das Oficinas Pedagógicas.","A produção de materiais diversos.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;O resgate da alegria de aprender e ensinar."
"30","Feminino","Parda","De 40 a 49 anos","Sim","Pública","Sim","Educação física ","Particular","Não atuei","De 6 a 10 anos","Sim","Particular","Atendimento Educacional Especializado ","Não","Não cursei","Não cursei","Não ","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 6 a 10 anos","CRE Planaltina","Educação Especial","Professor Efetivo - Área Específica","Não","Não","CVLOP Planaltina","Rodas de brincar","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","Kishimoto","Trabalhar melhor com as crianças ","Procurar ser um professor melhor ","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas."
"31","Feminino","Parda","De 25 a 29 anos","Não","Não cursei","Sim","Pedagogia","Pública","Não atuei","Até 5 anos","Sim","Particular","Formação e gestão em educação a distância","Não","Não cursei","Não cursei","Nenhuma","Não","Não cursei","Nenhum","Não","Não cursei","Nenhuma.","De 1 a 5 anos","CRE Santa Maria","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Atividades","Não","Não","CVLOP Santa Maria","Contação de história","Menos de 1 ano","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Vygotsky","abrir a mente para o novo, desta forma poder mudar a minha visão do ensino e aprendizagem das crianças. ","aprender e ensinar as crianças a reviver o que de fato é a infância. ","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas."
"32","Masculino","Parda","De 40 a 49 anos","Não","Não cursei","Sim","Licenciatura em História ","Particular","Menos de 1 ano","Até 5 anos","Sim","Particular","Especialista em História em Brasil ","Não","Não cursei","Não cursei","Não fiz.","Não","Não cursei","Não fiz.","Não","Não cursei","Não fiz.","De 1 a 5 anos","CRE Paranoá","Educação Básica - Ensino Fundamental / Anos Finais","Professor Contrato Temporário - Área Específica","Não","Sim","CVLOP Paranoá","A Arte de Contar Histórias ","Menos de 1 ano","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Não sei.","Propor, dentro da sala de aula, uma proposta dialógica e progressista,  tentando diminuir ou até mesmo eliminar a postura vertical de um professor tradicional na educação.","Desenvolver-me como professor progressista e numa perspectiva libertadora.","Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A proposição de estratégias lúdicas para a sala de aula.;O debate sobre a relevância da ludicidade para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas."
"33","Feminino","Parda","De 30 a 39 anos","Sim","Particular","Sim","Pesicopedagogia ","Particular","Não atuei","Até 5 anos","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não cursei ","Não","Não cursei","Não tenho doutorado ","Não","Não cursei","Não cursei ","De 1 a 5 anos","CRE Paranoá","Educação Básica - Educação Infantil","Professor Contrato Temporário - Atividades","Não","Não","CVLOP Paranoá","A arte de contar histórias ","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Ate o momento ","Maravilhosa para meu aprendizado ","Ótimo ","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade."
"34","Feminino","Parda","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia","Particular","De 1 a 5 anos","De 6 a 10 anos","Sim","Particular","Gestão, Orientação Educacional e Psicopedagogia clínica e institucional","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 6 a 10 anos","CRE Paranoá","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Paranoá","A arte de contar histórias ","De 6 a 10 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.;Amo oficinas","Vygotsky, entre outros.","Tudo. Amo aulas lúdicas, dinâmicas e acredito no aprender brincando. Meu alunos aprendem a ler por meio de jogos, histórias, músicas, brincadeiras e amo propiciar isso a eles.","Buscar estratégias, idéias, materiais ludicos para meus alunos se desenvolverem e aprendam brincando.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.;Amo oficinas","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas."
"35","Feminino","Branca","De 50 a 54 anos","Não","Não cursei","Sim","Pedagogia","Particular","Menos de 1 ano","De 11 a 15 anos","Sim","Particular","Psicopedagogia, Orientação Educacional e Ensino Especial, Gestão Escolar","Não","Não cursei","Não cursei","Não cursei","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 11 a 15 anos","CRE Plano Piloto","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Plano Piloto","A Arte de Contar Histórias ","Menos de 1 ano","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Currículo em Movimento da SEDF e BNCC","Representa usar a estratégias de ensino para atingir o objetivo principal que é a aprendizagem ","Conhecer estratégias diferenciavas para minha prática ","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A proposição de estratégias lúdicas para a sala de aula.;O debate sobre a relevância da ludicidade para a sala de aula.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade."
"36","Feminino","Parda","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia ","Pública","De 1 a 5 anos","De 6 a 10 anos","Sim","Particular","Orientação Educacional ","Não","Não cursei","Não cursei","Não cursei ","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 6 a 10 anos","CRE Planaltina","Educação Especial","Professor Efetivo - Atividades","Não","Não","CVLOP Planaltina","Rodas de brincar","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Paulo Freire, Celso Antunes, Natália Bernabeu","A formação lúdica é estar aberto a novas possibilidades de ensinar e aprender, é algo essencial para proporcionar aos estudantes uma aprendizagem mais significativa.","É a cada encontro, nos deparar com novas brincadeiras, músicas e recursos pedagogicos, é resgatar brincadeiras e músicas da nossa infância, que além de trabalhar a coordenação motora, imaginação, desenvolve inúmeras outras habilidades, é ir além da teoria, é saber que com materiais simples podemos dispertar o interesse, a curiosidade e o empenho das crianças em aprender.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;O debate sobre a relevância da ludicidade para a sala de aula.;O resgate da alegria de aprender e ensinar.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade."
"37","Feminino","Branca","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia ","Particular","Não atuei","Menos de 1 ano","Estou cursando Especialização Latu Sensu","Particular","Alfabetização e letramento ","Não","Não cursei","Não cursei",".","Não","Não cursei",".","Não","Não cursei",".","Menos de 1 ano","CRE Planaltina","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Atividades","Não","Não","CVLOP Planaltina","Rodas de brincar ","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.",".","A ludicidade contribui imensamente para que haja interação nas aulas. Com maior participação e aprendizagem dos alunos ","É muito importante para minha carreira profissional cada aprendizado.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;O debate sobre a relevância da ludicidade para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;Os recursos produzidos para dinamizarem os conteúdos mais densos das minhas aulas.;O resgate da alegria de aprender e ensinar.;A oportunidade de confeccionar jogos.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"38","Feminino","Branca","De 30 a 39 anos","Não","Não cursei","Sim","Pedagogia e Ciências Biológicas ","Particular","De 1 a 5 anos","Até 5 anos","Não","Não cursei","Não se aplica","Não","Não cursei","Não cursei","Não se aplica","Não","Não cursei","Não se aplica ","Não","Não cursei","Não se aplica ","De 1 a 5 anos","CRE Plano Piloto","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Atividades","Não","Não","CVLOP Plano Piloto","Arte de contar histórias ","Menos de 1 ano","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Até momento nenhum (completamos um mês de curso)","Representa uma forma mais “leve” de se construir o aprendizado, sem a rigidez que as instituições e metodologias tradicionais nos impõe. Uma oportunidade de vivenciar o que os discentes vivenciam no dia a dia das aulas, ou que deveriam vivenciar.","Uma oportunidade e experiência única e imprescindível pela qual todos os docentes deveriam passar,","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"39","Feminino","Branca","De 40 a 49 anos","Não","Não cursei","Sim","Pedagogia","Particular","Não atuei","De 11 a 15 anos","Sim","Particular","Psicopedagoga ","Não","Não cursei","Não cursei","Não cursei.","Não","Não cursei","Não cursei","Não","Não cursei","Não cursei","De 6 a 10 anos","CRE Plano Piloto","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Plano Piloto","A arte de contar histórias","De 6 a 10 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Pela necessidade de cumprir uma carga horária de formação continuada para avançar nas etapas do Plano de Carreira.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Eu não me lembro de autores das oficinas, somente da graduação. Mas posso cópia uns nomes da oficina atual. Fanny Abramovich. Madalena Freire. Gislaine Avelar Matos e Inno Sorsy. Cleo Busato.","Motivação ","Uma terapia pessoal e profissional.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Pela necessidade de cumprir uma carga horária de formação continuada para avançar nas etapas do Plano de Carreira.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;O resgate da alegria de aprender e ensinar.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"40","Feminino","Branca","De 50 a 54 anos","Sim","Pública","Sim","Pedagogia","Particular","Não atuei","De 21 a 25 anos","Sim","Particular","Educação infantil ","Não","Não cursei","Não cursei","Não tenho mestrado","Não","Não cursei","Não tenho ","Não","Não cursei","Não tenho ","De 21 a 25 anos","CRE Recanto das Emas","Educação Básica - Educação Infantil","Professor Efetivo - Atividades","Não","Sim","CVLOP Recanto das Emas","Origame 2","De 6 a 10 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Vygotsky, luckesi e Brougere","A ludicidade é um instrumento que permite aulas mais atrativas, aprendizado com significado e leveza ","Me renovar a cada dia.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;O resgate da alegria de aprender e ensinar.;A oportunidade de vivenciar a ludicidade durante a formação, a partir de elementos lúdicos como: brincar, brincadeiras, jogo, atividades lúdico-corporais, entre outros."
"41","Feminino","Preta","De 50 a 54 anos","Sim","Particular","Sim","Pedagogia","Particular","Não atuei","De 16 a 20 anos","Sim","Particular","Psicopedagogia","Não","Não cursei","Não cursei","Nenhum","Não","Não cursei","Nenhum","Não","Não cursei","Nenhum","De 16 a 20 anos","CRE Recanto das Emas","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Sim","CVLOP Recanto das Emas","Origami 2","De 1 a 5 anos","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","Vigotsky, Nrougere, Luckesi","Significa aulas mais atraentes","Terapia","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;O resgate da alegria de aprender e ensinar."
"42","Masculino","Preta","De 25 a 29 anos","Não","Não cursei","Sim","Musica, bacharel e licenciatura","Pública","De 1 a 5 anos","Menos de 1 ano","Não","Não cursei","Não curso.","Não","Não cursei","Não cursei","Nao cursei.","Não","Não cursei","Nao cursei.","Não","Não cursei","Nao cursei.","Menos de 1 ano","CRE Núcleo Bandeirante","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Contrato Temporário - Área Específica","Não","Não","CVLOP Recanto das Emas","A arte do Origami II e o desenvolvimento humano integral","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Não procurei por referenciais teóricos.","Por trabalhar com música e por ser uma arte, me auxilia a compreender outras áreas da arte e também proporciona ideias que possam me ajudar com a música em sala de aula com recursos visuais.","é um imenso prazer, pois para educar eu preciso sempre me reeducar.","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A proposição de estratégias lúdicas para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;A oportunidade de confeccionar jogos."
"43","Feminino","Amarela","De 25 a 29 anos","Sim","Particular","Sim","Pós Graduação completa","Particular","Menos de 1 ano","Até 5 anos","Sim","Particular","MBA em Planejamento e Gestão Educacional","Não","Não cursei","Não cursei","Não cursei.","Não","Não cursei","Não cursei.","Não","Não cursei","Não cursei.","De 1 a 5 anos","CRE Núcleo Bandeirante","Educação Básica - Ensino Fundamental / Anos Finais","Professor Contrato Temporário - Área Específica","Não","Sim","CVLOP Recanto das Emas","A ARTE DO ORIGAMI II E O DESENVOLVIMENTO HUMANO INTEGRAL","Menos de 1 ano","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","Piaget, Vygotsky e Saviani.","É a oportunidade de desenvolver um trabalho com envolvimento humano de forma prática, que proporciona uma didática mais dinâmica dentro de sala de aula, alcançando assim resultados que visam uma educação formativa e significativa embasada no dinamismo ","me encontrar como aprendiz, mas também participar de uma troca de experincias e convivencia que contribui tanto para a vida profissional, como mediadora dos estudantes, quant","Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Por oportunizar fundamentação teórico-prática que contribui para a minha atuação em sala e/ou outros espaços educativos.la.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .;Por proporcionar momentos de partilha de experiências entre os professores em formação.","A produção de materiais diversos.;A proposição de estratégias lúdicas para a sala de aula.;O debate sobre a relevância da ludicidade para a sala de aula.;A possibilidade de transformação das minhas aulas em aulas mais envolventes, atrativas e criativas.;Os recursos produzidos para dinamizarem os conteúdos mais densos das minhas aulas.;O resgate da alegria de aprender e ensinar."
"44","Feminino","Parda","De 30 a 39 anos","Não","Não cursei","Sim","Psicologia e pedagogia","Particular","Não atuei","Até 5 anos","Sim","Pública","Especialização em políticas públicas para infância, juventude e diversidade - EPPIJD","Não","Não cursei","Não cursei","Não se aplica ","Não","Não cursei","Não se aplica ","Não","Não cursei","Não se aplica ","De 1 a 5 anos","CRE Gama","Educação Básica - Ensino Fundamental / Anos Iniciais","Professor Efetivo - Atividades","Não","Não","CVLOP Gama","Arte de Contar Histórias ","Menos de 1 ano","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","Estávamos no início do curso qnd entramos em greve. Mas vi mto de Walon e da afetividade como propiciadora da aprendizagem ","A possibilidade de um processo educativo prazeroso, diferenciado e que proporcione desenvolvimento dos estudantes ","Desenvolver capacidades que eu buscava para melhorar meu trabalho em sala de aula","Por ser ofertado nas proximidades da minha escola e/ou residência.;Por proporcionar a produção de material pedagógico.;Por propor aulas com ludicidade, do início ao fim de cada encontro.;Para proporcionar aulas mais dinâmicas e atraentes para os meus alunos.;Para reelaborar o meu trabalho docente a partir das vivências com ludicidade no processo de formação .","A proposição de estratégias lúdicas para a sala de aula.;Os recursos produzidos para dinamizarem os conteúdos mais densos das minhas aulas.;A possibilidade de compreender os processos de ensinar e aprender a partir da ludicidade."
